original_image,labels
zdjecie_5179,2
zdjecie_5180,1
zdjecie_5181,1
zdjecie_5182,1
zdjecie_5183,0
zdjecie_5184,3
zdjecie_5185,2
zdjecie_5186,0
zdjecie_5187,3
zdjecie_5188,1
zdjecie_5189,3
zdjecie_5190,3
zdjecie_5191,1
zdjecie_5192,0
zdjecie_5193,0
zdjecie_5194,0
zdjecie_5195,0
zdjecie_5196,0
zdjecie_5197,1
zdjecie_5198,0
zdjecie_5199,0
zdjecie_5200,3
zdjecie_5201,2
zdjecie_5202,0
zdjecie_5203,2
zdjecie_5204,0
zdjecie_5205,0
zdjecie_5206,4
zdjecie_5207,2
zdjecie_5208,2
zdjecie_5209,2
zdjecie_5210,1
zdjecie_5211,0
zdjecie_5212,3
zdjecie_5213,1
zdjecie_5214,1
zdjecie_5215,1
zdjecie_5216,0
zdjecie_5217,0
zdjecie_5218,0
zdjecie_5219,2
zdjecie_5220,2
zdjecie_5221,2
zdjecie_5222,3
zdjecie_5223,1
zdjecie_5224,2
zdjecie_5225,1
zdjecie_5226,1
zdjecie_5227,2
zdjecie_5228,2
zdjecie_5229,3
zdjecie_5230,2
zdjecie_5231,0
zdjecie_5232,2
zdjecie_5233,0
zdjecie_5234,1
zdjecie_5235,2
zdjecie_5236,0
zdjecie_5237,0
zdjecie_5238,0
zdjecie_5239,1
zdjecie_5240,2
zdjecie_5241,0
zdjecie_5242,1
zdjecie_5243,4
zdjecie_5244,0
zdjecie_5245,1
zdjecie_5246,1
zdjecie_5247,2
zdjecie_5248,2
zdjecie_5249,3
zdjecie_5250,1
zdjecie_5251,3
zdjecie_5252,1
zdjecie_5253,0
zdjecie_5254,3
zdjecie_5255,1
zdjecie_5256,3
zdjecie_5257,0
zdjecie_5258,0
zdjecie_5259,1
zdjecie_5260,0
zdjecie_5261,2
zdjecie_5262,0
zdjecie_5263,2
zdjecie_5264,1
zdjecie_5265,2
zdjecie_5266,3
zdjecie_5267,2
zdjecie_5268,2
zdjecie_5269,1
zdjecie_5270,2
zdjecie_5271,2
zdjecie_5272,1
zdjecie_5273,1
zdjecie_5274,1
zdjecie_5275,2
zdjecie_5276,0
zdjecie_5277,0
zdjecie_5278,1
zdjecie_5279,0
zdjecie_5280,0
zdjecie_5281,2
zdjecie_5282,2
zdjecie_5283,3
zdjecie_5284,0
zdjecie_5285,0
zdjecie_5286,0
zdjecie_5287,2
zdjecie_5288,1
zdjecie_5289,1
zdjecie_5290,0
zdjecie_5291,2
zdjecie_5292,3
zdjecie_5293,2
zdjecie_5294,3
zdjecie_5295,2
zdjecie_5296,2
zdjecie_5297,2
zdjecie_5298,2
zdjecie_5299,1
zdjecie_5300,0
zdjecie_5301,0
zdjecie_5302,0
zdjecie_5303,2
zdjecie_5304,3
zdjecie_5305,3
zdjecie_5306,2
zdjecie_5307,1
zdjecie_5308,3
zdjecie_5309,0
zdjecie_5310,0
zdjecie_5311,4
zdjecie_5312,2
zdjecie_5313,2
zdjecie_5314,0
zdjecie_5315,1
zdjecie_5316,0
zdjecie_5317,2
zdjecie_5318,4
zdjecie_5319,2
zdjecie_5320,1
zdjecie_5321,3
zdjecie_5322,0
zdjecie_5323,2
zdjecie_5324,2
zdjecie_5325,2
zdjecie_5326,2
zdjecie_5327,1
zdjecie_5328,3
zdjecie_5329,0
zdjecie_5330,3
zdjecie_5331,0
zdjecie_5332,3
zdjecie_5333,3
zdjecie_5334,1
zdjecie_5335,3
zdjecie_5336,0
zdjecie_5337,0
zdjecie_5338,2
zdjecie_5339,2
zdjecie_5340,2
zdjecie_5341,2
zdjecie_5342,2
zdjecie_5343,1
zdjecie_5344,2
zdjecie_5345,1
zdjecie_5346,2
zdjecie_5347,2
zdjecie_5348,1
zdjecie_5349,0
zdjecie_5350,0
zdjecie_5351,0
zdjecie_5352,2
zdjecie_5353,0
zdjecie_5354,3
zdjecie_5355,3
zdjecie_5356,2
zdjecie_5357,2
zdjecie_5358,4
zdjecie_5359,3
zdjecie_5360,2
zdjecie_5361,2
zdjecie_5362,0
zdjecie_5363,4
zdjecie_5364,3
zdjecie_5365,1
zdjecie_5366,2
zdjecie_5367,1
zdjecie_5368,0
zdjecie_5369,0
zdjecie_5370,3
zdjecie_5371,2
zdjecie_5372,3
zdjecie_5373,2
zdjecie_5374,0
zdjecie_5375,0
zdjecie_5376,0
zdjecie_5377,0
zdjecie_5378,1
zdjecie_5379,4
zdjecie_5380,3
zdjecie_5381,3
zdjecie_5382,2
zdjecie_5383,1
zdjecie_5384,0
zdjecie_5385,0
zdjecie_5386,1
zdjecie_5387,4
zdjecie_5388,0
zdjecie_5389,1
zdjecie_5390,4
zdjecie_5391,0
zdjecie_5392,2
zdjecie_5393,2
zdjecie_5394,2
zdjecie_5395,3
zdjecie_5396,2
zdjecie_5397,3
zdjecie_5398,0
zdjecie_5399,1
zdjecie_5400,2
zdjecie_5401,1
zdjecie_5402,0
zdjecie_5403,3
zdjecie_5404,2
zdjecie_5405,1
zdjecie_5406,2
zdjecie_5407,3
zdjecie_5408,1
zdjecie_5409,1
zdjecie_5410,4
zdjecie_5411,4
zdjecie_5412,2
zdjecie_5413,2
zdjecie_5414,2
zdjecie_5415,0
zdjecie_5416,2
zdjecie_5417,3
zdjecie_5418,0
zdjecie_5419,1
zdjecie_5420,4
zdjecie_5421,2
zdjecie_5422,3
zdjecie_5423,2
zdjecie_5424,1
zdjecie_5425,3
zdjecie_5426,1
zdjecie_5427,2
zdjecie_5428,0
zdjecie_5429,2
zdjecie_5430,0
zdjecie_5431,0
zdjecie_5432,1
zdjecie_5433,0
zdjecie_5434,3
zdjecie_5435,1
zdjecie_5436,1
zdjecie_5437,2
zdjecie_5438,0
zdjecie_5439,3
zdjecie_5440,2
zdjecie_5441,0
zdjecie_5442,2
zdjecie_5443,0
zdjecie_5444,1
zdjecie_5445,1
zdjecie_5446,2
zdjecie_5447,1
zdjecie_5448,2
zdjecie_5449,1
zdjecie_5450,2
zdjecie_5451,2
zdjecie_5452,4
zdjecie_5453,2
zdjecie_5454,2
zdjecie_5455,3
zdjecie_5456,1
zdjecie_5457,3
zdjecie_5458,1
zdjecie_5459,4
zdjecie_5460,0
zdjecie_5461,3
zdjecie_5462,1
zdjecie_5463,1
zdjecie_5464,2
zdjecie_5465,3
zdjecie_5466,2
zdjecie_5467,2
zdjecie_5468,2
zdjecie_5469,3
zdjecie_5470,2
zdjecie_5471,2
zdjecie_5472,1
zdjecie_5473,1
zdjecie_5474,2
zdjecie_5475,0
zdjecie_5476,1
zdjecie_5477,0
zdjecie_5478,2
zdjecie_5479,2
zdjecie_5480,3
zdjecie_5481,0
zdjecie_5482,1
zdjecie_5483,2
zdjecie_5484,1
zdjecie_5485,3
zdjecie_5486,2
zdjecie_5487,1
zdjecie_5488,3
zdjecie_5489,4
zdjecie_5490,0
zdjecie_5491,2
zdjecie_5492,0
zdjecie_5493,0
zdjecie_5494,1
zdjecie_5495,0
zdjecie_5496,2
zdjecie_5497,3
zdjecie_5498,1
zdjecie_5499,0
zdjecie_5500,2
zdjecie_5501,3
zdjecie_5502,2
zdjecie_5503,3
zdjecie_5504,3
zdjecie_5505,3
zdjecie_5506,1
zdjecie_5507,0
zdjecie_5508,0
zdjecie_5509,0
zdjecie_5510,2
zdjecie_5511,3
zdjecie_5512,2
zdjecie_5513,2
zdjecie_5514,4
zdjecie_5515,0
zdjecie_5516,0
zdjecie_5517,3
zdjecie_5518,3
zdjecie_5519,0
zdjecie_5520,2
zdjecie_5521,1
zdjecie_5522,4
zdjecie_5523,0
zdjecie_5524,4
zdjecie_5525,1
zdjecie_5526,2
zdjecie_5527,1
zdjecie_5528,1
zdjecie_5529,3
zdjecie_5530,4
zdjecie_5531,1
zdjecie_5532,2
zdjecie_5533,3
zdjecie_5534,0
zdjecie_5535,3
zdjecie_5536,0
zdjecie_5537,1
zdjecie_5538,2
zdjecie_5539,0
zdjecie_5540,2
zdjecie_5541,0
zdjecie_5542,0
zdjecie_5543,1
zdjecie_5544,1
zdjecie_5545,1
zdjecie_5546,2
zdjecie_5547,1
zdjecie_5548,1
zdjecie_5549,3
zdjecie_5550,0
zdjecie_5551,3
zdjecie_5552,2
zdjecie_5553,3
zdjecie_5554,1
zdjecie_5555,1
zdjecie_5556,2
zdjecie_5557,1
zdjecie_5558,2
zdjecie_5559,3
zdjecie_5560,4
zdjecie_5561,4
zdjecie_5562,4
zdjecie_5563,2
zdjecie_5564,1
zdjecie_5565,2
zdjecie_5566,2
zdjecie_5567,2
zdjecie_5568,2
zdjecie_5569,2
zdjecie_5570,4
zdjecie_5571,2
zdjecie_5572,0
zdjecie_5573,3
zdjecie_5574,2
zdjecie_5575,0
zdjecie_5576,0
zdjecie_5577,1
zdjecie_5578,3
zdjecie_5579,0
zdjecie_5580,0
zdjecie_5581,1
zdjecie_5582,0
zdjecie_5583,3
zdjecie_5584,1
zdjecie_5585,1
zdjecie_5586,1
zdjecie_5587,3
zdjecie_5588,2
zdjecie_5589,1
zdjecie_5590,3
zdjecie_5591,2
zdjecie_5592,0
zdjecie_5593,1
zdjecie_5594,2
zdjecie_5595,2
zdjecie_5596,2
zdjecie_5597,2
zdjecie_5598,0
zdjecie_5599,2
zdjecie_5600,2
zdjecie_5601,2
zdjecie_5602,0
zdjecie_5603,2
zdjecie_5604,2
zdjecie_5605,2
zdjecie_5606,3
zdjecie_5607,1
zdjecie_5608,2
zdjecie_5609,0
zdjecie_5610,1
zdjecie_5611,3
zdjecie_5612,3
zdjecie_5613,2
zdjecie_5614,3
zdjecie_5615,3
zdjecie_5616,1
zdjecie_5617,1
zdjecie_5618,2
zdjecie_5619,2
zdjecie_5620,1
zdjecie_5621,0
zdjecie_5622,2
zdjecie_5623,0
zdjecie_5624,2
zdjecie_5625,1
zdjecie_5626,2
zdjecie_5627,2
zdjecie_5628,1
zdjecie_5629,0
zdjecie_5630,0
zdjecie_5631,0
zdjecie_5632,2
zdjecie_5633,3
zdjecie_5634,3
zdjecie_5635,2
zdjecie_5636,2
zdjecie_5637,1
zdjecie_5638,0
zdjecie_5639,0
zdjecie_5640,1
zdjecie_5641,3
zdjecie_5642,0
zdjecie_5643,1
zdjecie_5644,1
zdjecie_5645,3
zdjecie_5646,2
zdjecie_5647,0
zdjecie_5648,3
zdjecie_5649,2
zdjecie_5650,1
zdjecie_5651,1
zdjecie_5652,0
zdjecie_5653,2
zdjecie_5654,0
zdjecie_5655,1
zdjecie_5656,1
zdjecie_5657,2
zdjecie_5658,2
zdjecie_5659,4
zdjecie_5660,4
zdjecie_5661,3
zdjecie_5662,0
zdjecie_5663,3
zdjecie_5664,0
zdjecie_5665,3
zdjecie_5666,2
zdjecie_5667,2
zdjecie_5668,2
zdjecie_5669,3
zdjecie_5670,1
zdjecie_5671,2
zdjecie_5672,2
zdjecie_5673,0
zdjecie_5674,1
zdjecie_5675,1
zdjecie_5676,2
zdjecie_5677,2
zdjecie_5678,2
zdjecie_5679,2
zdjecie_5680,2
zdjecie_5681,2
zdjecie_5682,0
zdjecie_5683,3
zdjecie_5684,0
zdjecie_5685,0
zdjecie_5686,0
zdjecie_5687,3
zdjecie_5688,0
zdjecie_5689,0
zdjecie_5690,1
zdjecie_5691,2
zdjecie_5692,1
zdjecie_5693,1
zdjecie_5694,3
zdjecie_5695,1
zdjecie_5696,2
zdjecie_5697,1
zdjecie_5698,4
zdjecie_5699,3
zdjecie_5700,2
zdjecie_5701,2
zdjecie_5702,1
zdjecie_5703,2
zdjecie_5704,3
zdjecie_5705,3
zdjecie_5706,0
zdjecie_5707,2
zdjecie_5708,0
zdjecie_5709,0
zdjecie_5710,2
zdjecie_5711,1
zdjecie_5712,0
zdjecie_5713,0
zdjecie_5714,1
zdjecie_5715,1
zdjecie_5716,4
zdjecie_5717,2
zdjecie_5718,0
zdjecie_5719,4
zdjecie_5720,1
zdjecie_5721,1
zdjecie_5722,0
zdjecie_5723,3
zdjecie_5724,1
zdjecie_5725,1
zdjecie_5726,1
zdjecie_5727,1
zdjecie_5728,1
zdjecie_5729,1
zdjecie_5730,1
zdjecie_5731,3
zdjecie_5732,1
zdjecie_5733,1
zdjecie_5734,2
zdjecie_5735,0
zdjecie_5736,2
zdjecie_5737,0
zdjecie_5738,0
zdjecie_5739,3
zdjecie_5740,3
zdjecie_5741,3
zdjecie_5742,1
zdjecie_5743,2
zdjecie_5744,1
zdjecie_5745,2
zdjecie_5746,0
zdjecie_5747,2
zdjecie_5748,3
zdjecie_5749,1
zdjecie_5750,1
zdjecie_5751,0
zdjecie_5752,0
zdjecie_5753,0
zdjecie_5754,0
zdjecie_5755,0
zdjecie_5756,3
zdjecie_5757,0
zdjecie_5758,1
zdjecie_5759,0
zdjecie_5760,3
zdjecie_5761,0
zdjecie_5762,2
zdjecie_5763,2
zdjecie_5764,0
zdjecie_5765,3
zdjecie_5766,3
zdjecie_5767,2
zdjecie_5768,2
zdjecie_5769,2
zdjecie_5770,1
zdjecie_5771,0
zdjecie_5772,0
zdjecie_5773,0
zdjecie_5774,2
zdjecie_5775,0
zdjecie_5776,1
zdjecie_5777,0
zdjecie_5778,3
zdjecie_5779,3
zdjecie_5780,2
zdjecie_5781,1
zdjecie_5782,0
zdjecie_5783,4
zdjecie_5784,0
zdjecie_5785,0
zdjecie_5786,4
zdjecie_5787,2
zdjecie_5788,3
zdjecie_5789,0
zdjecie_5790,3
zdjecie_5791,2
zdjecie_5792,0
zdjecie_5793,1
zdjecie_5794,3
zdjecie_5795,3
zdjecie_5796,2
zdjecie_5797,2
zdjecie_5798,0
zdjecie_5799,3
zdjecie_5800,2
zdjecie_5801,3
zdjecie_5802,1
zdjecie_5803,3
zdjecie_5804,0
zdjecie_5805,0
zdjecie_5806,3
zdjecie_5807,3
zdjecie_5808,3
zdjecie_5809,0
zdjecie_5810,0
zdjecie_5811,2
zdjecie_5812,3
zdjecie_5813,0
zdjecie_5814,2
zdjecie_5815,2
zdjecie_5816,3
zdjecie_5817,2
zdjecie_5818,2
zdjecie_5819,1
zdjecie_5820,0
zdjecie_5821,0
zdjecie_5822,2
zdjecie_5823,0
zdjecie_5824,2
zdjecie_5825,2
zdjecie_5826,1
zdjecie_5827,3
zdjecie_5828,2
zdjecie_5829,2
zdjecie_5830,4
zdjecie_5831,2
zdjecie_5832,2
zdjecie_5833,2
zdjecie_5834,1
zdjecie_5835,2
zdjecie_5836,0
zdjecie_5837,0
zdjecie_5838,0
zdjecie_5839,2
zdjecie_5840,1
zdjecie_5841,2
zdjecie_5842,0
zdjecie_5843,2
zdjecie_5844,3
zdjecie_5845,0
zdjecie_5846,2
zdjecie_5847,0
zdjecie_5848,1
zdjecie_5849,2
zdjecie_5850,0
zdjecie_5851,2
zdjecie_5852,0
zdjecie_5853,2
zdjecie_5854,0
zdjecie_5855,3
zdjecie_5856,2
zdjecie_5857,0
zdjecie_5858,1
zdjecie_5859,0
zdjecie_5860,2
zdjecie_5861,3
zdjecie_5862,1
zdjecie_5863,0
zdjecie_5864,0
zdjecie_5865,2
zdjecie_5866,2
zdjecie_5867,1
zdjecie_5868,4
zdjecie_5869,2
zdjecie_5870,3
zdjecie_5871,0
zdjecie_5872,2
zdjecie_5873,1
zdjecie_5874,0
zdjecie_5875,3
zdjecie_5876,3
zdjecie_5877,1
zdjecie_5878,2
zdjecie_5879,1
zdjecie_5880,4
zdjecie_5881,2
zdjecie_5882,0
zdjecie_5883,3
zdjecie_5884,2
zdjecie_5885,2
zdjecie_5886,2
zdjecie_5887,2
zdjecie_5888,1
zdjecie_5889,2
zdjecie_5890,0
zdjecie_5891,2
zdjecie_5892,1
zdjecie_5893,1
zdjecie_5894,4
zdjecie_5895,1
zdjecie_5896,2
zdjecie_5897,0
zdjecie_5898,1
zdjecie_5899,2
zdjecie_5900,0
zdjecie_5901,2
zdjecie_5902,2
zdjecie_5903,0
zdjecie_5904,0
zdjecie_5905,2
zdjecie_5906,1
zdjecie_5907,0
zdjecie_5908,0
zdjecie_5909,3
zdjecie_5910,1
zdjecie_5911,0
zdjecie_5912,3
zdjecie_5913,3
zdjecie_5914,2
zdjecie_5915,4
zdjecie_5916,0
zdjecie_5917,1
zdjecie_5918,0
zdjecie_5919,2
zdjecie_5920,1
zdjecie_5921,1
zdjecie_5922,3
zdjecie_5923,0
zdjecie_5924,2
zdjecie_5925,2
zdjecie_5926,2
zdjecie_5927,2
zdjecie_5928,0
zdjecie_5929,2
zdjecie_5930,2
zdjecie_5931,3
zdjecie_5932,3
zdjecie_5933,1
zdjecie_5934,1
zdjecie_5935,2
zdjecie_5936,1
zdjecie_5937,1
zdjecie_5938,3
zdjecie_5939,3
zdjecie_5940,0
zdjecie_5941,2
zdjecie_5942,2
zdjecie_5943,0
zdjecie_5944,3
zdjecie_5945,0
zdjecie_5946,2
zdjecie_5947,0
zdjecie_5948,4
zdjecie_5949,1
zdjecie_5950,1
zdjecie_5951,0
zdjecie_5952,3
zdjecie_5953,3
zdjecie_5954,2
zdjecie_5955,0
zdjecie_5956,3
zdjecie_5957,2
zdjecie_5958,2
zdjecie_5959,0
zdjecie_5960,1
zdjecie_5961,2
zdjecie_5962,2
zdjecie_5963,1
zdjecie_5964,3
zdjecie_5965,2
zdjecie_5966,1
zdjecie_5967,3
zdjecie_5968,4
zdjecie_5969,2
zdjecie_5970,2
zdjecie_5971,2
zdjecie_5972,3
zdjecie_5973,2
zdjecie_5974,0
zdjecie_5975,3
zdjecie_5976,1
zdjecie_5977,1
zdjecie_5978,4
zdjecie_5979,3
zdjecie_5980,2
zdjecie_5981,0
zdjecie_5982,2
zdjecie_5983,2
zdjecie_5984,0
zdjecie_5985,1
zdjecie_5986,1
zdjecie_5987,1
zdjecie_5988,2
zdjecie_5989,2
zdjecie_5990,2
zdjecie_5991,1
zdjecie_5992,1
zdjecie_5993,1
zdjecie_5994,0
zdjecie_5995,0
zdjecie_5996,2
zdjecie_5997,0
zdjecie_5998,2
zdjecie_5999,0
zdjecie_6000,0
zdjecie_6001,0
zdjecie_6002,2
zdjecie_6003,2
zdjecie_6004,2
zdjecie_6005,1
zdjecie_6006,2
zdjecie_6007,2
zdjecie_6008,2
zdjecie_6009,3
zdjecie_6010,0
zdjecie_6011,2
zdjecie_6012,1
zdjecie_6013,1
zdjecie_6014,1
zdjecie_6015,0
zdjecie_6016,1
zdjecie_6017,2
zdjecie_6018,3
zdjecie_6019,3
zdjecie_6020,2
zdjecie_6021,3
zdjecie_6022,0
zdjecie_6023,2
zdjecie_6024,0
zdjecie_6025,2
zdjecie_6026,2
zdjecie_6027,1
zdjecie_6028,2
zdjecie_6029,0
zdjecie_6030,0
zdjecie_6031,0
zdjecie_6032,3
zdjecie_6033,0
zdjecie_6034,2
zdjecie_6035,1
zdjecie_6036,1
zdjecie_6037,1
zdjecie_6038,0
zdjecie_6039,0
zdjecie_6040,0
zdjecie_6041,3
zdjecie_6042,2
zdjecie_6043,3
zdjecie_6044,1
zdjecie_6045,3
zdjecie_6046,2
zdjecie_6047,3
zdjecie_6048,0
zdjecie_6049,0
zdjecie_6050,1
zdjecie_6051,1
zdjecie_6052,1
zdjecie_6053,1
zdjecie_6054,0
zdjecie_6055,2
zdjecie_6056,2
zdjecie_6057,2
zdjecie_6058,2
zdjecie_6059,2
zdjecie_6060,1
zdjecie_6061,3
zdjecie_6062,2
zdjecie_6063,2
zdjecie_6064,0
zdjecie_6065,0
zdjecie_6066,2
zdjecie_6067,1
zdjecie_6068,2
zdjecie_6069,0
zdjecie_6070,0
zdjecie_6071,2
zdjecie_6072,2
zdjecie_6073,4
zdjecie_6074,0
zdjecie_6075,0
zdjecie_6076,2
zdjecie_6077,2
zdjecie_6078,2
zdjecie_6079,2
zdjecie_6080,0
zdjecie_6081,2
zdjecie_6082,1
zdjecie_6083,1
zdjecie_6084,3
zdjecie_6085,1
zdjecie_6086,1
zdjecie_6087,2
zdjecie_6088,2
zdjecie_6089,2
zdjecie_6090,2
zdjecie_6091,1
zdjecie_6092,0
zdjecie_6093,0
zdjecie_6094,0
zdjecie_6095,0
zdjecie_6096,1
zdjecie_6097,0
zdjecie_6098,3
zdjecie_6099,3
zdjecie_6100,0
zdjecie_6101,3
zdjecie_6102,1
zdjecie_6103,0
zdjecie_6104,2
zdjecie_6105,0
zdjecie_6106,1
zdjecie_6107,0
zdjecie_6108,2
zdjecie_6109,2
zdjecie_6110,0
zdjecie_6111,2
zdjecie_6112,1
zdjecie_6113,1
zdjecie_6114,2
zdjecie_6115,4
zdjecie_6116,1
zdjecie_6117,1
zdjecie_6118,2
zdjecie_6119,3
zdjecie_6120,3
zdjecie_6121,3
zdjecie_6122,4
zdjecie_6123,4
zdjecie_6124,2
zdjecie_6125,2
zdjecie_6126,4
zdjecie_6127,2
zdjecie_6128,3
zdjecie_6129,2
zdjecie_6130,2
zdjecie_6131,1
zdjecie_6132,2
zdjecie_6133,2
zdjecie_6134,2
zdjecie_6135,0
zdjecie_6136,2
zdjecie_6137,3
zdjecie_6138,3
zdjecie_6139,2
zdjecie_6140,0
zdjecie_6141,0
zdjecie_6142,1
zdjecie_6143,0
zdjecie_6144,0
zdjecie_6145,2
zdjecie_6146,3
zdjecie_6147,0
zdjecie_6148,0
zdjecie_6149,1
zdjecie_6150,0
zdjecie_6151,2
zdjecie_6152,3
zdjecie_6153,2
zdjecie_6154,0
zdjecie_6155,0
zdjecie_6156,2
zdjecie_6157,0
zdjecie_6158,1
zdjecie_6159,3
zdjecie_6160,0
zdjecie_6161,1
zdjecie_6162,4
zdjecie_6163,0
zdjecie_6164,0
zdjecie_6165,4
zdjecie_6166,0
zdjecie_6167,2
zdjecie_6168,2
zdjecie_6169,0
zdjecie_6170,3
zdjecie_6171,2
zdjecie_6172,2
zdjecie_6173,1
zdjecie_6174,1
zdjecie_6175,2
zdjecie_6176,2
zdjecie_6177,0
zdjecie_6178,0
zdjecie_6179,1
zdjecie_6180,0
zdjecie_6181,1
zdjecie_6182,0
zdjecie_6183,1
zdjecie_6184,3
zdjecie_6185,2
zdjecie_6186,3
zdjecie_6187,2
zdjecie_6188,1
zdjecie_6189,0
zdjecie_6190,0
zdjecie_6191,4
zdjecie_6192,0
zdjecie_6193,0
zdjecie_6194,1
zdjecie_6195,0
zdjecie_6196,1
zdjecie_6197,3
zdjecie_6198,3
zdjecie_6199,2
zdjecie_6200,0
zdjecie_6201,0
zdjecie_6202,1
zdjecie_6203,2
zdjecie_6204,2
zdjecie_6205,3
zdjecie_6206,0
zdjecie_6207,0
zdjecie_6208,0
zdjecie_6209,0
zdjecie_6210,0
zdjecie_6211,1
zdjecie_6212,2
zdjecie_6213,2
zdjecie_6214,0
zdjecie_6215,2
zdjecie_6216,3
zdjecie_6217,1
zdjecie_6218,0
zdjecie_6219,2
zdjecie_6220,0
zdjecie_6221,0
zdjecie_6222,1
zdjecie_6223,2
zdjecie_6224,1
zdjecie_6225,3
zdjecie_6226,2
zdjecie_6227,3
zdjecie_6228,4
zdjecie_6229,2
zdjecie_6230,2
zdjecie_6231,0
zdjecie_6232,2
zdjecie_6233,2
zdjecie_6234,3
zdjecie_6235,1
zdjecie_6236,3
zdjecie_6237,0
zdjecie_6238,3
zdjecie_6239,0
zdjecie_6240,0
zdjecie_6241,0
zdjecie_6242,2
zdjecie_6243,3
zdjecie_6244,0
zdjecie_6245,2
zdjecie_6246,2
zdjecie_6247,0
zdjecie_6248,3
zdjecie_6249,2
zdjecie_6250,3
zdjecie_6251,1
zdjecie_6252,2
zdjecie_6253,2
zdjecie_6254,2
zdjecie_6255,1
zdjecie_6256,3
zdjecie_6257,3
zdjecie_6258,2
zdjecie_6259,2
zdjecie_6260,0
zdjecie_6261,1
zdjecie_6262,0
zdjecie_6263,0
zdjecie_6264,0
zdjecie_6265,2
zdjecie_6266,1
zdjecie_6267,2
zdjecie_6268,0
zdjecie_6269,2
zdjecie_6270,1
zdjecie_6271,2
zdjecie_6272,4
zdjecie_6273,2
zdjecie_6274,0
zdjecie_6275,2
zdjecie_6276,0
zdjecie_6277,0
zdjecie_6278,2
zdjecie_6279,4
zdjecie_6280,0
zdjecie_6281,0
zdjecie_6282,2
zdjecie_6283,2
zdjecie_6284,1
zdjecie_6285,1
zdjecie_6286,3
zdjecie_6287,2
zdjecie_6288,0
zdjecie_6289,2
zdjecie_6290,3
zdjecie_6291,0
zdjecie_6292,1
zdjecie_6293,2
zdjecie_6294,3
zdjecie_6295,0
zdjecie_6296,0
zdjecie_6297,2
zdjecie_6298,0
zdjecie_6299,1
zdjecie_6300,1
zdjecie_6301,1
zdjecie_6302,2
zdjecie_6303,0
zdjecie_6304,3
zdjecie_6305,1
zdjecie_6306,2
zdjecie_6307,1
zdjecie_6308,0
zdjecie_6309,1
zdjecie_6310,2
zdjecie_6311,0
zdjecie_6312,1
zdjecie_6313,0
zdjecie_6314,2
zdjecie_6315,2
zdjecie_6316,3
zdjecie_6317,3
zdjecie_6318,2
zdjecie_6319,0
zdjecie_6320,2
zdjecie_6321,2
zdjecie_6322,2
zdjecie_6323,2
zdjecie_6324,1
zdjecie_6325,2
zdjecie_6326,1
zdjecie_6327,0
zdjecie_6328,1
zdjecie_6329,2
zdjecie_6330,2
zdjecie_6331,1
zdjecie_6332,1
zdjecie_6333,0
zdjecie_6334,1
zdjecie_6335,0
zdjecie_6336,2
zdjecie_6337,0
zdjecie_6338,0
zdjecie_6339,1
zdjecie_6340,2
zdjecie_6341,0
zdjecie_6342,2
zdjecie_6343,3
zdjecie_6344,1
zdjecie_6345,2
zdjecie_6346,1
zdjecie_6347,1
zdjecie_6348,0
zdjecie_6349,2
zdjecie_6350,0
zdjecie_6351,3
zdjecie_6352,2
zdjecie_6353,1
zdjecie_6354,2
zdjecie_6355,2
zdjecie_6356,2
zdjecie_6357,1
zdjecie_6358,1
zdjecie_6359,0
zdjecie_6360,3
zdjecie_6361,0
zdjecie_6362,2
zdjecie_6363,3
zdjecie_6364,2
zdjecie_6365,1
zdjecie_6366,2
zdjecie_6367,1
zdjecie_6368,1
zdjecie_6369,0
zdjecie_6370,2
zdjecie_6371,2
zdjecie_6372,3
zdjecie_6373,3
zdjecie_6374,1
zdjecie_6375,2
zdjecie_6376,0
zdjecie_6377,1
zdjecie_6378,1
zdjecie_6379,3
zdjecie_6380,3
zdjecie_6381,3
zdjecie_6382,0
zdjecie_6383,1
zdjecie_6384,1
zdjecie_6385,1
zdjecie_6386,2
zdjecie_6387,2
zdjecie_6388,1
zdjecie_6389,2
zdjecie_6390,1
zdjecie_6391,2
zdjecie_6392,2
zdjecie_6393,2
zdjecie_6394,0
zdjecie_6395,2
zdjecie_6396,1
zdjecie_6397,1
zdjecie_6398,3
zdjecie_6399,2
zdjecie_6400,0
zdjecie_6401,2
zdjecie_6402,2
zdjecie_6403,1
zdjecie_6404,3
zdjecie_6405,3
zdjecie_6406,3
zdjecie_6407,1
zdjecie_6408,0
zdjecie_6409,3
zdjecie_6410,2
zdjecie_6411,2
zdjecie_6412,3
zdjecie_6413,3
zdjecie_6414,0
zdjecie_6415,3
zdjecie_6416,1
zdjecie_6417,1
zdjecie_6418,4
zdjecie_6419,1
zdjecie_6420,3
zdjecie_6421,0
zdjecie_6422,0
zdjecie_6423,2
zdjecie_6424,2
zdjecie_6425,0
zdjecie_6426,1
zdjecie_6427,1
zdjecie_6428,3
zdjecie_6429,0
zdjecie_6430,2
zdjecie_6431,2
zdjecie_6432,2
zdjecie_6433,4
zdjecie_6434,2
zdjecie_6435,3
zdjecie_6436,4
zdjecie_6437,1
zdjecie_6438,0
zdjecie_6439,0
zdjecie_6440,1
zdjecie_6441,0
zdjecie_6442,0
zdjecie_6443,2
zdjecie_6444,2
zdjecie_6445,3
zdjecie_6446,0
zdjecie_6447,2
zdjecie_6448,2
zdjecie_6449,1
zdjecie_6450,3
